ID,Group,Category,Priority,Status,Description,Use Case
REQ-956,4. Source Connectors,Replica Strategy,MUST,Available,"Pgwire bundles (pgwire-file, pgwire-sharepoint, pgwire-splunk) are fetched on demand from github.com/kenstott/calcite release engine-v0.28.0 at runtime and cached locally; they are not bundled with Provisa. Version pinning and artifact download are managed via runtime_deps system.","Decouples Provisa release cycles from pgwire connector releases, and keeps the Provisa distribution lean by fetching connector bundles on-demand."
REQ-957,9. Live Data & Events,Table Processor (Shared),SHOULD,Available,"A node's processing envelope collapses to ONE optional user hook: preprocess(rows, ctx) -> rows, run after produce (source fetch or MV SQL) and before land. Absent = identity. Returning rows proceeds to land; returning [] is a row-level no-op (nothing lands, no re-post); ctx.warn(reasons) emits an advisory warn event and keeps going (non-fatal); raising emits an error event and short-circuits the land (fatal), fanning the error forward for poison propagation. Reject is not a new outcome — it is an error (REQ-941), just emitted before landing. warn/error severity replaces any separate accept/reject channel. preprocess MUST be deterministic (its output feeds the content hash that gates the re-post; non-determinism ripples forever). Built-ins NOT in the hook: pre-produce poison short-circuit (a claimed upstream error skips produce) and Defer (a lease action, not an emitted event). ctx is read-only: node name/kind, claimed-event summary, columns/schema, per-input frontier, forced flag, last-landed hash/epoch, and window bounds.","Authors express custom data prep, enrichment, validation, quarantine, and rejection through a single deterministic transform that folds into the existing event-type vocabulary (delta/append/replace/warn/error), with no bespoke gate machinery."
REQ-958,9. Live Data & Events,Derived / MV Processor,SHOULD,Available,"Temporal MVs are expressed as completeness-gated processing windows, not a separate snapshot pipeline. A node's required-input set is its declared expected-events list (REQ-961), defaulting to all SQL-lineage inputs (extract_inputs, REQ-939), verified as a freshness contract at fire time (no NO_CHANGE events). A window opens on the first fanned-in event, gathers and coalesces subsequent events (fan-in collapse), and fires at the claim's deadline (window.end + allowed_lateness). produce reads as-of ctx.window.end (never now(), to stay deterministic and replayable); the result lands as an append keyed on the window boundary (accumulating lineage), so a point-in-time snapshot (e.g. daily sales) is a read-time filter over the accumulating MV. Matching ""received for this window"" REQUIRES a window/epoch tag stamped on each event at emit time. Late data policy is per-node: drop, or emit a correction partition (never rewrite a sealed one). A window pegs by time and aligns time-keyed inputs; joins across inputs with no common time key still need frontier machinery. The accumulating-append + read-time-filter form serves PIT as a VIEW over retained RT history and therefore stays INSIDE the NRT ideal (REQ-966) — it is reconstructible, not a departure; the departure line is reconstructible-vs-frozen, and a PIT dataset that CANNOT be rebuilt from current state plus retained event history is a preserved, sealed snapshot (REQ-983), not this.","Snapshot/temporal MVs (daily sales, period reporting) and torn-read-free joins are served by one primitive — wait for the lineage-required inputs, then compute as-of the window boundary — collapsing the trigger, the as-of peg, the finality proxy, and partial-recompute cost into a single windowing option."
REQ-959,9. Live Data & Events,Table Processor (Shared),SHOULD,Available,"Claim scheduling and failover rest on ONE correctness anchor — a compare-and-set on the claim's processor_name at commit — with every other timer demoted to a heuristic that is safe to be wrong. A claim declares a per-claim deadline (fire-by); there is no global lease. Three independent recovery paths, all resolved by the ownership CAS: (1) reassert-on-restart — a returning owner CASes its remembered claims; matched = resume (rehydrate deadline/window from the row), zero rows = a peer took it, drop; (2) optional heartbeat — a lapsed lease lets a peer take over a CRASHED owner before the deadline (failover-latency knob only; false positives cost a wasted recompute, never a double effect); (3) deadline-miss reclaim — deadline+grace passed and not completed lets a peer take over a STUCK-BUT-ALIVE owner (the failure a heartbeat structurally cannot catch). reclaimable = (heartbeat lapsed) OR (deadline+grace passed AND not completed). Deadline is availability-mode (fire partial at deadline) or consistency-mode (fire only on completeness; deadline is an SLA alert, not a trigger), per node. deadline may be self-declared at claim or derived as min(fixed, time-to-deadline).","Long-held batch/window claims survive worker crash, restart, and stuck-but-alive workers with no coordination service and no false-positive double-processing, because the ownership CAS at commit — not any lease's accuracy — decides who commits."
REQ-960,9. Live Data & Events,Table Processor (Shared),MUST,Available,"The processing loop's commit ordering and landing MUST be crash-safe under at-least-once resume. post + fan_out + complete run AFTER land and in one ownership-CAS-guarded control-plane transaction (post-before-complete): a crash between land and commit re-claims and re-runs, never losing the downstream ripple. Because land hits the store DB — a different database from the control-plane queue, so no shared transaction — land MUST be idempotent on the window key (replace overwrites; append upserts by window key, never blind-appends), so a re-run or a rare double-land from a reclaim race is harmless. Combined with recompute-to-current/window-scoped generate (idempotent) and the ownership CAS at commit, this yields exactly-one committed effect from any number of resumed attempts.","Guarantees no lost fan-out and no duplicate partitions across worker crash, restart, and failover, without distributed transactions — the two code gaps (complete-before-post ordering; land not keyed for idempotency) are closed as an invariant."
REQ-961,9. Live Data & Events,Derived / MV Processor,SHOULD,Available,"A periodic MV's processing trigger is the CALENDAR boundary (REQ-962), bounded by the claim deadline (window.end + allowed_lateness) — NOT a completeness barrier and NOT a stream of NO_CHANGE events. There is no NO_CHANGE event type. The DECLARED expected-events list is the report's FRESHNESS CONTRACT: the inputs that must be fresh-through-window.end for the output to be trusted, verified by a PULL against per-input freshness state at fire time — not by receiving events. List length is the trust/latency dial: a fact-table subset = periodic fact-gated (dimensions read as-of window.end, never listed); all lineage inputs = strong; empty = calendar-only (compute the closed period, verify nothing). Undeclared default = all lineage inputs. At fire (the deadline; earlier only if a node opts into completeness firing): produce as-of window.end from landed data, then verify each listed input is fresh-through-window.end (its source successfully refreshed to cover the window, with zero or more rows). All fresh → trusted; zero rows on a fresh input → a trustworthy zero. A listed input NOT fresh-through-window.end at the deadline → outage → warn/hold (expected-but-absent) — the accountability the existence gate provides without a human — UNLESS the calendar says the window should not exist (holiday), which removes the expectation and the alarm. Early completeness firing is an optional optimization with little value for periodic reports; the push-completeness signal it needs is only justified for a continuous always-current MV requiring torn-read-free early firing, out of scope here.","A single declarative freshness contract replaces gating/reference classification and NO_CHANGE punctuation — the author lists which inputs must be current for the report to be trusted, matching a human's expectation of whether an output is due, so an absent output is unambiguously an outage (required input stale) or a legitimate no-op (holiday / fresh zero), decided by input freshness rather than by an event."
REQ-962,9. Live Data & Events,Derived / MV Processor,SHOULD,Available,"Temporal window boundaries come from named, shared, versioned CALENDARS — not fixed intervals. A calendar is a registered definition: base system (Gregorian / fiscal / retail 4-4-5), timezone (DST-aware — days are 23/25h, never a fixed offset), fiscal anchor, and a versioned business-day/holiday set. An MV declares (calendar, grain ∈ daily/weekly/monthly/quarterly/annual/…); the calendar deterministically yields [start,end), a calendar-addressable window id (e.g. 2026-Q1), and the next boundary — driving the as-of peg (window.end), the claim deadline (boundary + per-grain lateness), the scheduler wake, and forced-regen addressing. Grains NEST (day ⊂ week ⊂ month ⊂ quarter ⊂ year) so a coarse roll-up MV's expected set is its constituent sealed sub- windows, and a shared calendar guarantees the nesting is consistent across the DAG. The calendar also GATES WINDOW EXISTENCE: a business-day grain has no window on a non- business-day (holiday) → the MV deterministically does not generate and raises no deadline alarm; a calendar-day grain still opens a window (zero/empty row) — the grain picks which, because ""no sales row"" and ""zero-stock row"" are both valid. Holiday data is versioned/immutable-per-window for replay fidelity — never silently drifted. Per-grain: allowed_lateness and the availability-vs-consistency deadline policy (REQ-959).","Quarterly/annual/daily/fiscal/retail MVs get correct, nesting, DST- and holiday-aware boundaries from one shared calendar registry, and holidays become a deterministic ""no window"" rather than a silent gap or a spurious deadline alarm."
REQ-963,9. Live Data & Events,Derived / MV Processor,SHOULD,Available,"Live (always-current) MVs debounce input churn using the SAME claim+deadline primitive as periodic MVs (REQ-959) — only the deadline SOURCE differs. Periodic: deadline = calendar boundary + lateness (REQ-962). Live: deadline = min(last_change + quiet, first_change + max_delay), a trailing-edge debounce with a hard cap. The max_delay cap is MANDATORY, not optional: pure quiet-reset starves under continuous churn (e.g. a report over 10 frequently-changing tables never goes quiet), so the cap guarantees a refresh and IS the staleness SLA — ""wait for a quiet lull, but never be more than max_delay stale""; quiet=0 disables debounce (real-time). The first triggering change opens a claim; it absorbs and coalesces subsequent changes (fan-in collapse — a cross-table burst of N events becomes ONE recompute); it fires once at the deadline. Safe ONLY because recompute- to-current is idempotent — debounce deliberately drops intermediate states and recomputes the final state once. Live MV specifics vs periodic: computes as-of now (no window.end peg) and REPLACE-lands (forgetful current view, not append/accumulate); the expected- events list is the TRIGGER SET (which inputs' changes debounce-fire the recompute), not a freshness contract — unlisted inputs are read at recompute time but do not trigger. quiet and max_delay are per-MV. Debounce controls recompute FREQUENCY, not cost — per-fire cost is the orthogonal incremental-maintenance axis. All REQ-959 failover (reassert, deadline- takeover, ownership CAS) applies unchanged since the debounce deadline is the claim deadline.","A live report over many frequently-changing tables refreshes without churn — a burst of input changes collapses into a single recompute after a quiet lull, bounded by a max_delay staleness SLA — reusing the periodic MV's claim+deadline machinery with a debounce-derived deadline instead of a calendar-derived one."
REQ-964,0. Architecture & Design Principles,Data-Model-Driven Estate,MUST,Available,"The materialization estate is DATA-MODEL-DRIVEN, not process-driven — the key differentiator. You declare the authoritative, governed data you want represented (each MV as SQL) and the RULES for processing/reprocessing (expected-events freshness contract REQ-961, calendar/grain REQ-962, deadline/debounce REQ-959/REQ-963, preprocess REQ-957); the system DERIVES the process — lineage from SQL (REQ-939), fan-out, scheduling, and failover — with nothing hand-orchestrated. This inverts the imperative pipeline model (dbt/Airflow author the process; the data model is emergent) and yields a single, almost- PROVABLE data estate: a deterministic function of (governed sources, SQL definitions, rules). ""Almost"" is bounded by five explicit PROOF OBLIGATIONS, each pushable toward mechanical enforcement: (1) transform determinism — MV SQL and preprocess must be pure (reject now()/random at registration; sandbox from wall-clock); (2) source freshness honesty — the one irreducible trust boundary, ""trusted"" is relative to what a source reports; (3) land idempotency on the window key — exactly-one-effect under the store/queue two-database split rests on this + ownership CAS (REQ-960), not a distributed transaction; (4) temporal-join correctness — the barrier guarantees input availability, not point-in- time-correct (SCD-2) joins, which are the SQL author's obligation (lintable); (5) calendar immutability — replay fidelity requires holiday/fiscal data immutable-per-window (REQ-962). Close 1/3/5 mechanically, lint 4, and the estate is provable except where a source lies — the strongest guarantee a federated estate can make.","Governance and reproducibility are structural properties of the estate, not process hygiene: because lineage is derived (cannot drift), outputs are addressable and deterministically replayable, and trust is explicit via the freshness contract, the whole data estate is auditable as a function of its declared inputs and rules."
REQ-965,9. Live Data & Events,Derived / MV Processor,SHOULD,Available,"An MV has TWO INDEPENDENT operator-declared outcomes, not one: a PERSISTENCE outcome (how the compute result is applied to the MV's own store table — replace / append / upsert, via land_replace / land_append / apply_cdc already in materialize_exec) and a SET of EVENT outcomes emitted downstream: per fire an MV may emit ANY, ALL, or NONE of {replace, append, delta} (alongside warn / error), each shape routed to the dependents that consume it — persistence is a single choice, the event side is a set, not a scalar. Emission is DEMAND- DRIVEN and pay-per-consumer: a shape is produced only if a dependent (or an explicit sink) subscribes to it, so delta's diff cost is paid ONLY when delta has a subscriber. This is what makes operational datasets emergent — a History dataset is the subscriber of the append stream, a DQ dataset the subscriber of the warn/error stream, incremental dependents the subscribers of the delta stream, all from the same MV fire; the estate becomes self- describing (quality, history, freshness, lineage, audit are just more MVs over the streams the machinery already emits). The event outcomes are symmetric with the input side (select_landing_shape / change_signal, REQ-932), so a dependent MV cannot distinguish a base source from an upstream MV — the uniform DAG completed on the output side. The two axes are decoupled along BOTH cost and semantics: (cost) persist=replace + emit=delta recomputes the whole table but diffs new-vs-old ONCE at emit to hand every dependent a precise delta instead of a recompute; persist=upsert + emit=replace maintains precisely but tells downstream only ""recompute""; (semantics) persist=replace + emit=append lets a forgetful current-state MV feed a downstream that KEEPS HISTORY — it overwrites itself yet emits its output as an append batch the downstream accumulates. The event outcome is a downstream-facing contract chosen for downstream's needs, not derived from persistence. Emit shapes form a cost/semantics ladder: replace = cheapest, a recompute signal → downstream recomputes; append = emit produced rows as a batch, no diff → downstream accumulates; delta = needs row identity (PK) and possibly a diff at emit if persistence did not already yield the changed rows → downstream applies precisely. Governing rule: event granularity <= (what persistence yields) + an optional emit-diff, whose cost — like the persistence cost — is a DESIGN CHOICE only the operator can make (dataset scale, incrementalizability, prior-state storage, recompute-vs-diff SLA); for very large datasets a diff/delta may be infeasible and the operator declares coarser shapes. The system NEVER infers a shape nor silently downgrades: a declared-but-infeasible outcome on either axis (emit=delta or persist=upsert without a PK, a diff exceeding a declared bound) is an EXPLICIT ERROR surfaced to the operator, never a silent fallback — that would hide churn/cost and break provability (REQ-964). A maintenance mode MAY supply defaults (periodic → append, live → replace) but the operator's declarations are authoritative. Concretely, persist=replace (a limited, performance-sized hot/current table) + emit=append (a downstream history accumulator) keeps PIT DERIVABLE from RT and therefore INSIDE the NRT ideal (REQ-966) — no departure; the frozen, non-reconstructible snapshot is the separate departure (REQ-983).","An MV is a source to its dependents, and how it stores itself is separable from what it tells them: the operator declares a persistence outcome for its own storage economics and an event outcome for the downstream contract — enabling a forgetful view to feed a historical accumulator, or a full recompute to propagate as a precise delta — so incremental (or historical) change flows through the DAG exactly as the operator chose and can afford, or the estate errors explicitly rather than degrading silently."
REQ-966,0. Architecture & Design Principles,Data-Model-Driven Estate,MUST,Available,"The zero-config default is the HAPPY PATH of an always-on, real-time enterprise, and it is the model's canonical IDEAL: an MV needs only its SQL — lineage is auto-derived (REQ-939), fan-out auto-wired, failover (ownership CAS + reassert, REQ-959/REQ-960) always-on and config-free — and everything self-organizes into the DAG and reprocesses in near-real-time (event-driven, recompute-to-current, replace-persist, demand-emit). EVERY other primitive is PROGRESSIVE OPT-IN CONFIG that expresses a justified DEPARTURE from that ideal. Every departure traces to exactly TWO ROOT CAUSES, and config SHOULD be tagged with which: (1) RESOURCE constraint — ""can't afford NRT"" — cost/scale/latency limits behind debounce (REQ-963), deadlines/batch (REQ-959), fact-gating (REQ-961), delta/incremental (REQ-965), and (at the storage level) even pre-cut rollups vs filtering the live stream (REQ-958/ REQ-962); (2) BUSINESS MANDATE — ""the biz wants EOD reports and that's the way it is"" — period boundaries and history the organization requires (REQ-958/REQ-962/REQ-965). The two have OPPOSITE TRAJECTORIES: resource concessions are DEBT that retires as infrastructure improves (cheaper compute retires debounce, reliable sources retire deadlines, incremental engines make NRT-at-scale free). Business mandates stratify: ENDOGENOUS mandates — internal habits (EOD/monthly cadences) formed because real-time was infeasible — dissolve as NRT normalizes, because capability RESHAPES demand (free live output makes people stop asking for EOD); EXOGENOUS mandates — market close, filing deadlines, counterparty cutoffs — are imposed from outside and no compute or culture-shift retires them (the genuine floor). Defaults are designed, documented baselines, NOT silent fallbacks — the operator always knows the NRT default and departs explicitly. The why-tag makes the config surface a SELF-DESCRIBING LEDGER (itself queryable as a dataset): resource-tagged = retirement backlog / infra-ROI map (""what real-time maturity costs to buy""); endogenous-mandate = adapts as culture catches up; exogenous-mandate = the permanent business-requirement registry (""what you can never buy out of, and who owns it"") — and it surfaces FOSSILIZED constraints (EOD because an overnight mainframe batch once required it) as retireable debt masquerading as mandate. But the knobs are PERMANENT for a reason bigger than any floor: business culture and technical capability are two independently-moving frontiers that NEVER FULLY SYNC — tech outruns adoption, biz outruns capability, and the gap is never zero, never static, and differs per dataset. So the config is not merely retireable compromise but the permanent ALIGNMENT LAYER coupling two co-evolving systems — which is WHY it must be declarative (biz expresses intent), granular / per-node (the gap differs per dataset), continuously retunable (the gap moves), and non- destructive (retune re-aligns without re-authoring process). Config measures distance from the ideal (sharpening REQ-964); the knobs keep intent and capability coupled while both move.","Onboarding is SQL-only and the platform degrades from the NRT ideal one justified, why-tagged config at a time — so the sum of an org's config is a queryable map of its distance from always-on real-time, split into retireable-with-investment vs permanent-business-truth, and reducing that distance is a matter of retiring resource-driven config as infrastructure allows (never re-authoring process) down to the irreducible mandate floor."
REQ-967,0. Architecture & Design Principles,Data-Model-Driven Estate,SHOULD,Available,"The estate is SELF-DESCRIBING: because every change is an event and every derived dataset is an MV, the system's OWN operational metadata is emergent — each operational concern is just an MV over streams the machinery already emits, with no bespoke subsystem. Catalog: DQ / quality = an MV over the warn/error emissions (REQ-957, REQ-941), append-keyed → a scorecard and quality history; HISTORY / SCD-2 = an MV over an append emission from a replace-persist upstream (REQ-965) → a time series, which also RETIRES proof-obligation #4 (REQ-964) — the SCD-2 dataset IS the point-in-time-correct dimension, so temporal joins become a declared dataset instead of an unenforced author burden (this reconstructible SCD-2 view is PIT inside the ideal; a frozen, non-reconstructible snapshot is the REQ-983 departure); FRESHNESS / VINTAGE = an MV over the freshness-contract state (REQ-961) → an SLA / as-of dashboard with queryable outage detection; LINEAGE / IMPACT = an MV over the SQL-derived DAG edges (REQ-939) → impact analysis; AUDIT / PROVENANCE = an MV over the durable event log (REQ-960 queue) → a replayable operational trail; CHURN / COST = an MV over fire and debounce-collapse events (REQ-963) → a tuning dashboard; CONFIG MATURITY = an MV over why-tagged config (REQ-966) → the distance-from-NRT map. The meta-level (how the estate operates) folds into the object- level (governed MVs) — the estate observes itself with its own machinery, so quality, history, freshness, lineage, audit, and cost are first-class governed data, governed and lineage-tracked like any other dataset. This reflexivity is the COMPLETENESS TEST for the primitive set (you cannot reach outside it to describe it) and the strongest form of the REQ-964 thesis: a new operational capability is a DECLARATION — an MV over an existing stream — never a new code path or a separate DQ / history / audit subsystem.","Observability, quality, history, audit, lineage, and cost are not separate subsystems bolted on — they are declared MVs over the streams the platform already emits, so they inherit the same governance, lineage, and reprocessing guarantees as the business data, and new operational views are added by declaration rather than engineering."
REQ-968,9. Live Data & Events,Derived / MV Processor,SHOULD,Available,"Forced regen / replay recomputes a derived node — or an addressable calendar window (e.g. 2026-Q1, REQ-962) — ON DEMAND, bypassing the token/no-op gate (REQ-958). Scope selection: by SOURCE (regen the roots and let lineage fan-out cascade forward — the natural, always-correct form), by MV NODE (regen a specific derived node without re-landing its sources — for a changed SQL def), or by WINDOW-ID (regen one sealed period). It posts synthetic events marked forced ({forced:true, reason, scope}); a forced event MUST bypass the no-op gate (it recomputes regardless of change) yet still runs preprocess (REQ-957) and honors the output outcomes (REQ-965). The forward cascade is the normal fan-out — dependents recompute in topological order. Idempotent land on the window key (REQ-960) makes replay exactly-once; determinism (REQ-964 obligation 1) + calendar-addressable windows (REQ-962) make a window regen EXACT — it recomputes precisely that period from its as-of inputs. Forced events are marked for audit (REQ-967) so a replay is distinguishable from an organic change.","Operators can restate a period, rebuild after a definition change, or recover from a bad load by declaring a scope to regenerate — sources, a node, or a window-id — and the estate replays deterministically and exactly-once through the existing DAG, with no bespoke backfill job."
REQ-969,9. Live Data & Events,Derived / MV Processor,MAY,Available,"Incremental maintenance computes a derived node's output from an upstream DELTA instead of a full recompute — the cost axis that makes emit=delta (REQ-965) worth declaring. When an input arrives as delta/append (REQ-932/REQ-965), an incrementally-maintained MV applies only the changed rows to its prior landed state (persist=upsert/append) and emits the resulting delta, rather than re-running the full SELECT. Feasibility is per-MV and OPERATOR-DECLARED: it is expressible only when the SQL admits an incremental form (many aggregations/joins do via delta rules; some do not) and a PK exists for row identity — a declared-but-infeasible incremental MV is an EXPLICIT ERROR, never a silent fall-back to full recompute (REQ-964; a silent fall-back hides cost). Realized either as author-provided incremental SQL or a system delta-rule derivation where the SQL shape permits. Recompute-to-current stays the DEFAULT (REQ-966 NRT baseline); incremental is the resource-concession config that lowers per-fire cost for large or hot derived nodes. Conflict to declare around: an incrementally-maintained MV cannot freely drop intermediate deltas the way recompute-to-current can, so it partially conflicts with debounce (REQ-963) — the operator chooses per node.","Large or high-churn derived nodes refresh by applying upstream deltas instead of full recomputation, making delta emission affordable and incremental propagation real — declared per MV where feasible, erroring explicitly where not, never silently degrading."
REQ-970,9. Live Data & Events,Derived / MV Processor,SHOULD,Available,"A derived node's store-table schema is DERIVED from its SQL SELECT (output column names + types), not taken from a source — the structural contrast with a replica, whose schema comes from its source (REQ-846). At registration the SELECT is analyzed (SQLGlot + type inference, or a describe against the federation engine) to produce the output columns; the MV store table is created/reconciled to that schema via the existing reconcile_table machinery (REQ-846). A definition change that drifts the output schema → RECREATE (drop + reland on next fire), symmetric to source-drift reconcile. A PK for the derived table — required for persist=upsert / emit=delta / incremental (REQ-965/REQ-969) — is operator-declared or inferred from an unambiguous GROUP BY / distinct key; required-but-absent is an explicit error, never a silent replace. The derived schema flows into lineage (REQ-939) so downstream MVs type-check their inputs against it.","An MV needs only its SQL: its output schema, store table, and PK are derived and reconciled automatically and published into lineage so the DAG is type-checked end to end — no hand- authored DDL, symmetric to but distinct from a replica's source-derived schema."
REQ-971,"6. Execution, Routing, Caching & Performance",Data Masking & Expression Pushdown,MUST,Available,"Column-level data masking MUST be expressed as semantic SQL projection expressions within the governed IR so that masking participates in expression/projection pushdown exactly as RLS predicates participate in predicate pushdown. Where a connector can evaluate the mask expression at the source, the mask MUST push down so the raw, unmasked column value never crosses the wire into the middle tier. Any mask that does NOT push down to the source MUST be evaluated in a bounded-memory streaming stage — either engine-side (the fed engine computes the mask expression and streams results) or per-event/per-batch in the middle tier (as the subscription path already does via _mask_row over an async event stream). It is FORBIDDEN to materialize the full unmasked relation in the middle tier to mask it (no fetchall()-style buffer-then-mask). This streaming constraint ensures masking correctness never depends on fed-engine pushdown capability — a capability gap must never become a data leak — and bounds middle-tier memory to O(batch), not O(relation), minimizing the amount of cleartext resident in the tier at any instant.","Masking today injects scalar SQL expressions (REGEXP_REPLACE, DATE_TRUNC, constant) into the governed SELECT projection after RLS injection. This works correctly but lacks first-class pushdown capability: the planner cannot reason about whether a mask pushed to the source, and no Capability flag tracks whether the source can evaluate the mask's functions. Without projection pushdown, the raw cleartext value must transit to the engine even if the source could mask it — a confidentiality gap analogous to forcing RLS evaluation server-side when the source supports it. The design must model masking as a pushdown-capable expression so confidentiality-aware masking (including a governance guard that acknowledges non-pushable masks) becomes explicit in the planner. For masks that cannot push down, the fallback must evaluate them in a streaming stage to prevent the middle tier from buffering the full unmasked relation into memory — rationale: masking correctness must never depend on pushdown capability (a gap is never a data leak), and the middle tier must bound memory to O(batch), not O(relation), with minimal cleartext residence time."
REQ-972,"11. Platform, Infrastructure & Delivery",Desktop Installation,MUST,Available,"Desktop installers default to a self-contained native install: DuckDB federation engine + sqlite control plane + in-memory (fakeredis) cache, with no Docker, VM, Trino, Redis, or MinIO. A `native` preset in config/capabilities.yaml declares this base tier.",Enables zero-dependency installation for lightweight desktop and demo scenarios without external infrastructure.
REQ-973,"11. Platform, Infrastructure & Delivery",Desktop Installation,SHOULD,Available,"Federation engine is a wizard choice, not a fixed tier: DuckDB (native, default) | Trino-on-Docker | External engine (URL or host+port). Trino-on-Docker and external engines are opt-in overrides layered on the native base.",Allows users to upgrade from native DuckDB to Trino or an external federation engine without reinstalling the base system.
REQ-974,"11. Platform, Infrastructure & Delivery",Desktop Installation,SHOULD,Available,desktop_profile.load_profile gains engine/engine_url/materialize_url/trino_endpoint/otlp_endpoint overrides mapping to PROVISA_ENGINE / PROVISA_ENGINE_URL / PROVISA_MATERIALIZE_URL / TRINO_HOST+PORT / OTEL_EXPORTER_OTLP_ENDPOINT environment variables.,Enables container orchestrators and deployment tools to override engine and observability endpoints at runtime without modifying the installer-created configuration.
REQ-975,"11. Platform, Infrastructure & Delivery",Desktop Installation,MUST,Available,"Observability is always-on built-in (self-telemetry in Admin). The optional Docker observability stack (otel-collector + prometheus + grafana) is an external demonstration, not an on/off switch; selecting it only redirects OTLP export to external infrastructure.",Ensures telemetry is always collected and visible in Admin UI; external obs-integration is optional for enterprise monitoring without adding complexity to the base install.
REQ-976,"11. Platform, Infrastructure & Delivery",Desktop Installation,SHOULD,Available,"Docker and VMs are provisioned only when needed: engine == Trino-on-Docker, OR the obs-integration demo runs on Docker, OR the demo runs on Docker. Otherwise the install is fully native.","Minimizes resource footprint for users who do not require Trino or external observability, reducing memory and disk overhead on desktop systems."
REQ-977,"11. Platform, Infrastructure & Delivery",Desktop Installation,SHOULD,Available,"All heavy add-ons (Trino image set, observability stack, demo) are downloadable and resolved local-first: installer-adjacent directory, then mounted volumes, then ~/Downloads, then GitHub release. Enterprise can pre-stage tarballs for airgapped installation.",Enables fully airgapped deployment by allowing enterprises to pre-stage container images and demo datasets alongside the installer.
REQ-978,"11. Platform, Infrastructure & Delivery",Desktop Installation,SHOULD,Available,"Installing the demo is optional and OFF by default. When installed, the launcher opens the UI at ?tour=1 to auto-start the guided tour.",Separates the base product from demo data; guided tour auto-starts for new users who opt into the demo without manual navigation.
REQ-979,"11. Platform, Infrastructure & Delivery",Desktop Installation,MUST,Available,The native tier bundles a standalone Python runtime (python-build-standalone + provisa wheel + duckdb/pg_duckdb extensions + aiosqlite) so the base installer runs the app with no Docker or container dependencies. The base installer ships no container images.,"Ensures the entire native-tier stack is self-contained and runs on any OS (macOS, Windows, Linux) without requiring external Python environments or container runtimes."
REQ-980,3. Federation Engines & Data Sources,Query Compilation,SHOULD,Available,"Add `json` as a first-class IR type so native JSON in source columns preserves through to materialized stores as native JSON where supported, instead of collapsing to `text`. The write face maps IR `json` to SQLAlchemy's generic JSON (native on Postgres/MySQL/DuckDB, TEXT-affinity on SQLite via the dialect compiler); the land path parses a JSON column's serialized-text value into a Python object before insert so the SQLAlchemy JSON column does not double-encode; and the read path converts an already-parsed dict/list consistently with the string path. Composite/array types (row/array/list/struct/map) remain collapsed to `text`.","Federation queries over JSON columns maintain type information and enable native JSON operations in target stores, rather than forcing serialization fallbacks."
REQ-981,9. Live Data & Events,Live Data & Events,MUST,Available,"The event loop's content-hash output gate — an always-on no-op ripple suppressor for replace-shaped landings. After a source-land or MV-generate produces its result, the node hashes the landed content (canonical, order-stable over the primary key) and compares it to the hash stored from the prior land. Unchanged → the node does NOT re-post its change event, so no downstream MV recompute cascades; the redundant store write is also skipped. Changed → land, persist the new hash, re-post. This makes a change_signal=ttl / probe_type=none poll (which always re-fetches) cheap on the DOWNSTREAM side: the full fetch still happens, but an unchanged result never ripples the DAG. Applies to replace shapes only (append/CDC deltas are new rows by definition and pass through). The hash is the correctness backstop that probe_type (REQ-981) optimizes the fetch in front of.","A TTL-polled source or MV that re-queries on cadence but whose content rarely changes no longer forces its entire dependent MV subtree to recompute on every tick — the DAG only ripples when landed content actually differs, eliminating wasted downstream work."
REQ-982,9. Live Data & Events,Live Data & Events,MUST,Available,"probe_type is the event loop's input-side change-detection axis, orthogonal to the change_signal cadence (ttl | probe | ttl_probe). Values: watermark | hash | count | none. The type both selects the detection transport AND implies the landing shape: watermark -> append (fetch WHERE wm > cursor, needs watermark_column), hash/count/none -> replace. This REPLACES the prior ""watermark_column presence implies append"" heuristic in select_landing_shape with an explicit probe_type -> shape map. Availability is gated by a per-source capability matrix probe_capabilities(source_type): SQL/engine-scannable sources support {watermark, hash, count, none} (hash = full-scan checksum, expensive, degenerates to the REQ-980 output hash); HTTP/API sources support {hash via ETag/Last-Modified, count via total-header, watermark if a sortable cursor, none}; file/object sources support {hash via mtime+size, none}; push/streaming sources are not on the probe axis. Config validation rejects a probe_type outside the source's capability set; when change_signal in {probe, ttl_probe} and probe_type is unset the default resolves per class (SQL -> watermark if watermark_column else count; API/file -> hash). Each transport implements freshness_token(source, table) -> str | None; a None token degrades the node to TTL cadence (REQ-847 capability signal, never a silent stale fallback). The token baseline is persisted per node and compared through evaluate_freshness (REQ-855). The real probe factory replaces the always-changed _poll_probe_factory in the event-loop boot wiring.","An operator declares how each source detects change appropriate to its type — a watermark column for an append-only table, an ETag for an HTTP API, mtime for a file — so the loop skips the fetch entirely when the source is unchanged, rather than re-querying every cadence and relying only on the downstream hash gate."
